id,cancion,artista,subestilo,pais,origen,genero,yt_channel_subscribers_log,channel_age_years,is_vevo,is_licensed_content,lastfm_artist_listeners,lastfm_artist_playcount,lastfm_plays_per_listener,lastfm_top_tag_score,lastfm_top10_listeners_mean,lastfm_similar_match_mean,territorio_top_1,territorio_top_2,n_territorios_top,career_stage,label_type,has_featuring,n_collaborators,release_month,duracion_total_s,tempo_bpm,energia_rms_mean,energia_rms_std,brillo_centroide_mean,brillo_centroide_std,ancho_banda_hz,caida_espectral_rolloff,tasa_cruces_cero,bailabilidad_essentia,complejidad_dinamica_essentia,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,nivel,nivel_predicho,prob_bajo,prob_medio,prob_alto
543,Café,Mora,Reguetón moderno,PR,real,Reguetón,7.004,10.4,0,0,453462,40792755,89.96,100,105234,0.6666,PR,CO,5,Consagrado,Major,0,0,7,260.62,129.2,0.272,0.1467,2282.56,911.62,2646.19,5327.15,0.0716,1.0153,-13.4028,-95.2774,83.453,13.196,3.8741,-0.5658,Medio,Alto,0.007738738395239583,0.4827784613489347,0.5094828002558257
544,Riri,Young Miko,Latin trap,PR,real,Reguetón,5.176,10.2,0,0,390421,14402312,36.89,100,98267,0.758,PR,ES,3,Emergente,Regional,0,0,7,195.88,95.7,0.2515,0.1166,2141.51,1056.34,2375.97,4687.76,0.0841,1.2227,-13.0457,-102.8139,101.8406,11.9665,11.0665,4.6155,Medio,Bajo,0.48723379402135286,0.4462694339515535,0.06649677202709368
545,Castígala,Yaga & Mackie,Reguetón moderno,PR,real,Reguetón,5.684,8.1,0,0,137794,1212192,8.8,100,19730,0.8146,PR,EC,2,Emergente,Indie,0,0,11,243.83,184.6,0.0727,0.0394,3361.34,755.56,2779.47,6696.48,0.1763,1.2322,-22.3499,-142.0094,46.4061,-11.8882,15.5763,2.0122,Medio,Medio,0.3791367577322964,0.610413465137477,0.010449777130226549
546,Maleante,Arcángel,Perreo,PR,real,Reguetón,7.134,11.1,0,1,454549,15341062,33.75,100,103066,0.7793,PR,US,4,Consagrado,Major,0,0,1,224.63,92.3,0.2191,0.1473,2844.96,1096.4,2586.04,5772.55,0.1365,1.1256,-13.6068,-64.2489,70.7099,-8.8,6.5729,-7.5203,Medio,Medio,0.012557180426655259,0.5382000143849215,0.4492428051884233
547,Rompelo,Brray,Latin trap,PR,real,Reguetón,4.505,8.3,1,1,115416,1654044,14.33,100,17950,0.6441,PR,CO,4,Emergente,Major,0,0,4,250.01,89.1,0.2449,0.1657,2397.33,947.41,2469.76,5060.38,0.0981,1.2553,-13.0681,-93.5419,84.7426,-3.9177,11.0392,-2.0299,Medio,Medio,0.07603708584790533,0.7881133921919545,0.1358495219601401
548,DFMV,Young Miko,Latin trap,PR,real,Reguetón,4.444,3.3,1,1,390421,14402312,36.89,100,98267,0.758,PE,US,5,Emergente,Major,0,0,10,294.57,99.4,0.1663,0.1238,1906.56,1046.61,2029.45,4099.62,0.0824,1.0437,-13.5873,-172.9761,103.4552,-8.3057,0.8946,-7.7302,Medio,Medio,0.027467824369958788,0.6832689128807876,0.2892632627492536
549,Mujer Maravilla,Jowell & Randy,Latin trap,PR,real,Reguetón,6.49,16.9,0,0,264452,3430217,12.97,100,27396,0.8482,PR,PE,5,Establecido,Major,0,0,11,277.8,95.7,0.194,0.1008,2378.88,823.27,2421.82,4951.87,0.1016,1.3678,-14.6969,-70.868,80.7217,-14.6254,11.2424,1.0493,Medio,Medio,0.028039095805348302,0.8075222291882381,0.16443867500641365
550,Sé Que Me Extrañas,Rakim & Ken-Y,Reguetón romántico,PR,real,Reguetón,4.458,8.5,0,0,19510,303141,15.54,100,1851,0.7233,PR,PE,4,Emergente,Regional,0,0,7,244.04,161.5,0.1605,0.0749,2286.45,955.0,2545.91,5139.94,0.087,1.4998,-17.0879,-105.9164,95.1583,6.9844,25.2318,11.6265,Medio,Medio,0.20737803323501938,0.7534550019700098,0.03916696479497083
551,No Bailes Sola,Danna Paola ft. Sebastián Yatra,Reguetón romántico,MX,real,Reguetón,6.444,15.1,0,0,269577,9363283,34.73,100,42942,0.5679,PR,AR,4,Establecido,Major,1,1,7,211.81,123.0,0.2164,0.1142,2497.36,1068.32,2598.13,5479.6,0.1057,1.0836,-14.4286,-82.8074,86.415,5.6403,9.7377,4.8157,Medio,Medio,0.01149821976229414,0.8211114811636482,0.1673902990740576
552,Safaera,"Bad Bunny ft. Jowell & Randy, Ñengo Flow",Reguetón moderno,PR,real,Reguetón,3.899,7.6,0,0,2610566,413595219,158.43,100,844810,0.8009,MX,CL,3,Emergente,Regional,1,2,3,295.29,95.7,0.3448,0.1562,2424.45,961.75,2600.46,5486.29,0.086,1.1653,-11.6709,-55.2293,79.6653,2.2574,9.5589,9.588,Medio,Medio,0.3341157179089375,0.5686875230805711,0.09719675901049138
553,Enfermo,Brray ft. Lunay,Latin trap,PR,real,Reguetón,5.733,11.8,0,0,115416,1654044,14.33,100,17950,0.6441,PR,CO,3,Establecido,Indie,1,1,11,245.64,95.7,0.1792,0.1368,2520.42,1156.92,2454.71,5195.39,0.1082,1.3476,-15.7199,-148.1683,60.0313,-3.1485,21.94,7.2356,Medio,Medio,0.20494290421679778,0.7648777562201641,0.030179339563038175
554,Danza Kuduro,Don Omar ft. Lucenzo,Reguetón old school,PR,real,Reguetón,3.54,15.0,0,0,1848322,35175143,19.03,100,324271,0.6658,PR,AR,2,Emergente,Regional,1,1,6,235.8,103.4,0.0954,0.0512,2849.39,911.55,2830.24,6289.03,0.1242,1.4437,-21.214,-145.293,69.364,9.5437,13.5043,0.5224,Bajo,Bajo,0.9089707968988943,0.08167622476313162,0.009352978337974119
555,Secreto,Anuel AA ft. Karol G,Latin trap,PR,real,Reguetón,2.854,8.1,0,0,624667,36037722,57.69,100,127251,0.6422,PR,ES,2,Emergente,Regional,1,1,1,8.01,184.6,0.333,0.0979,1997.43,671.09,2547.54,4488.71,0.0731,2.5257,-10.4207,-58.4581,106.5115,23.7234,6.4702,-10.4662,Bajo,Bajo,0.8526100738708581,0.09795767732593012,0.049432248803211766
556,Bailando,Enrique Iglesias ft. Gente de Zona,Perreo,ES,real,Reguetón,5.377,9.0,0,0,2727719,54549777,20.0,100,307586,0.6523,ES,US,3,Emergente,Indie,1,1,6,243.23,184.6,0.1512,0.0566,3018.32,774.66,2926.19,6689.29,0.1297,1.5764,-17.9878,-74.0199,63.4335,10.1628,20.8965,7.6576,Bajo,Bajo,0.7333666407557377,0.21885524608111884,0.047778113163143524
557,Efecto,Bad Bunny,Reguetón moderno,PR,real,Reguetón,3.954,3.9,0,0,2610566,413595219,158.43,100,844810,0.8009,MX,EC,3,Emergente,Regional,0,0,5,115.33,99.4,0.2335,0.1329,2288.57,1042.75,2496.74,5077.95,0.0815,1.1353,-13.9899,-100.2787,84.2398,10.6603,18.0872,14.305,Bajo,Bajo,0.9044422360737889,0.07152303395604107,0.02403472997016994
558,Perro Negro,Bad Bunny ft. Feid,Reguetón moderno,PR,real,Reguetón,3.954,3.9,0,0,2610566,413595219,158.43,100,844810,0.8009,MX,PR,1,Emergente,Regional,1,1,1,162.98,95.7,0.3238,0.1367,2499.59,1036.5,2655.2,5698.36,0.091,1.2826,-11.4284,-60.3198,75.5959,15.7275,22.4157,11.2367,Bajo,Bajo,0.9436418640945768,0.03488047211433007,0.021477663791093084
559,Sensualidad,"Bad Bunny ft. J Balvin, Prince Royce",Reguetón moderno,PR,real,Reguetón,0.778,8.5,1,0,2610566,413595219,158.43,100,844810,0.8009,PR,EC,2,Emergente,Major,1,2,11,277.22,143.6,0.1441,0.059,1862.79,827.47,2229.2,4009.45,0.0683,1.4288,-18.9462,-153.9148,99.1283,0.7333,18.9066,1.0804,Bajo,Bajo,0.7298916030959947,0.16207936064618034,0.10802903625782495
560,Sola (Remix),"Anuel AA ft. Daddy Yankee, Wisin, Farruko, Zion & Lennox",Latin trap,PR,real,Reguetón,5.188,9.8,0,0,624667,36037722,57.69,100,127251,0.6422,PR,ES,1,Emergente,Regional,1,4,3,311.57,172.3,0.2758,0.1108,2263.76,755.47,2494.71,5012.45,0.0927,1.3346,-12.3445,-39.2521,92.2914,0.4758,14.9765,3.0301,Bajo,Bajo,0.8690400882510874,0.07660556978069151,0.05435434196822102
561,Am,"Nio García ft. J Balvin, Bad Bunny",Reguetón moderno,PR,real,Reguetón,4.967,5.5,0,0,1248,8658,6.94,100,125,0.4755,US,CO,1,Emergente,Regional,1,2,9,297.47,172.3,0.2725,0.1314,2437.9,973.41,2580.37,5449.29,0.0861,1.2223,-13.7314,-89.9394,71.9599,6.1818,16.8274,6.9827,Bajo,Bajo,0.9785459927079903,0.017157933289898102,0.004296074002111729
562,Loco Contigo,"DJ Snake ft. J Balvin, Tyga",Reguetón moderno,PR,real,Reguetón,4.706,9.2,0,0,2654124,50105229,18.88,100,473776,0.7973,PR,CO,2,Emergente,Regional,1,2,6,215.41,129.2,0.1943,0.0698,2079.37,890.51,2455.29,4634.93,0.0679,1.231,-15.9504,-118.5856,90.5662,13.7831,30.2393,3.3802,Bajo,Bajo,0.9580638556525115,0.028947773301728416,0.012988371045760009
563,Noche de Sexo,Wisin & Yandel ft. Aventura,Reguetón old school,PR,real,Reguetón,2.571,8.6,0,0,889519,21081798,23.7,100,180083,0.7426,EC,CL,1,Emergente,Regional,1,1,10,205.33,184.6,0.2167,0.087,2675.81,954.34,2608.82,5711.91,0.1178,1.2531,-14.3719,-57.6257,77.2697,0.8153,19.3377,3.8951,Bajo,Bajo,0.95459451148265,0.03340636984310032,0.011999118674249725
564,Reggaetonera,Anuel AA,Latin trap,PR,real,Reguetón,0.778,5.8,0,0,624667,36037722,57.69,100,127251,0.6422,PR,DO,3,Emergente,Regional,0,0,7,220.15,184.6,0.2375,0.1273,2660.67,1093.57,2675.75,5789.07,0.1047,1.0403,-13.1548,-74.4846,76.7249,14.6491,13.6329,-8.9818,Bajo,Bajo,0.7375222458205877,0.21980190368526006,0.042675850494152234
565,Después de la Playa,Bad Bunny,Reguetón moderno,PR,real,Reguetón,2.137,4.9,0,0,2610566,413595219,158.43,100,844810,0.8009,PR,DO,1,Emergente,Regional,0,0,10,226.74,152.0,0.2382,0.1174,2785.33,866.36,2708.05,6019.98,0.1306,1.2112,-12.3934,-46.1276,72.4924,5.5265,18.4966,-2.8223,Bajo,Bajo,0.9481569938882429,0.039455527236784124,0.012387478874972992
566,Tarot,Bad Bunny ft. Jhay Cortez,Reguetón moderno,PR,real,Reguetón,0.602,4.4,0,0,2610566,413595219,158.43,100,844810,0.8009,CL,EC,1,Emergente,Regional,1,1,5,238.26,112.3,0.273,0.1475,2332.42,835.77,2518.29,5272.95,0.0926,1.0719,-12.8537,-74.4365,84.2834,-1.9693,9.783,2.0186,Bajo,Bajo,0.9147370260464353,0.06919559223833521,0.016067381715229423
567,Amargura,Karol G,Reguetón moderno,CO,real,Reguetón,3.954,3.9,0,0,1462674,77189694,52.77,100,322523,0.7095,AR,PE,2,Emergente,Regional,0,0,7,170.95,107.7,0.2841,0.1516,2451.44,995.53,2691.48,5728.26,0.0964,1.2004,-11.4121,-70.0264,92.7312,11.303,6.4436,9.284,Bajo,Bajo,0.9427269905235287,0.04283591702884825,0.01443709244762312
568,Un Peso,J Balvin ft. Bad Bunny,Reguetón moderno,CO,real,Reguetón,5.342,11.2,0,0,1872026,65889447,35.2,100,348149,0.6849,AR,CO,1,Emergente,Indie,1,1,1,276.48,107.7,0.1954,0.1381,3236.13,967.67,2982.24,6996.86,0.1348,1.1816,-14.5053,-102.2509,49.531,12.2436,9.4202,-5.046,Bajo,Bajo,0.9133042097931147,0.05439863289154117,0.03229715731534412
569,Taboo,Don Omar,Reguetón old school,PR,real,Reguetón,7.093,16.7,0,0,1848322,35175143,19.03,100,324271,0.6658,PR,CL,2,Consagrado,Major,0,0,4,38.68,99.4,0.2352,0.1504,1895.56,1143.75,2044.45,4245.06,0.0717,0.8914,-11.9649,-113.1253,67.799,-0.1854,14.7074,4.1865,Bajo,Bajo,0.5622919619590229,0.30905044883860866,0.1286575892023684
570,Sigo Buscándote,Arcángel,Reguetón old school,PR,real,Reguetón,6.471,11.9,0,0,454549,15341062,33.75,100,103066,0.7793,PR,CL,3,Establecido,Major,0,0,3,164.23,123.0,0.1614,0.0867,1933.3,945.78,2016.88,3858.91,0.0803,1.2178,-16.3051,-131.1642,104.0443,-21.797,6.4984,7.3089,Bajo,Bajo,0.4727974943961575,0.34515801814835645,0.18204448745548613
571,Me Llueven,"Bad Bunny ft. Poeta Callejero, Mark B",Reguetón moderno,PR,real,Reguetón,2.29,10.4,0,0,2610566,413595219,158.43,100,844810,0.8009,PR,AR,2,Emergente,Regional,1,2,1,232.27,123.0,0.2213,0.1378,2412.45,1021.51,2448.05,4991.63,0.1081,1.1829,-13.835,-97.4192,83.8524,-13.0702,-0.5051,1.3869,Bajo,Bajo,0.8959070061657866,0.0841238069195613,0.019969186914652107
572,Andrea,Bad Bunny ft. Buscabulla,Reguetón moderno,PR,real,Reguetón,5.364,11.9,0,0,2610566,413595219,158.43,100,844810,0.8009,PR,US,3,Emergente,Indie,1,1,8,344.03,103.4,0.1945,0.143,1659.46,945.38,2043.42,3583.36,0.0623,1.3257,-14.3842,-155.8067,114.5482,17.4109,24.8528,3.2409,Bajo,Bajo,0.754169266090777,0.1490498652253077,0.09678086868391528
573,La Plata,Juanes ft. Lalo Ebratt,Reguetón romántico,CO,real,Reguetón,0.477,7.9,0,0,1215933,22112621,18.19,100,218173,0.7409,CO,EC,3,Emergente,Regional,1,1,1,201.08,112.3,0.234,0.1124,2954.55,1013.88,2858.39,6454.46,0.1141,1.0283,-13.8285,-64.3076,57.2887,6.5909,15.8771,5.5487,Bajo,Bajo,0.8106208025971596,0.1580362833863568,0.0313429140164835
574,Subelo,Myke Towers,Reguetón moderno,AR,real,Reguetón,2.161,5.1,0,0,666582,28917341,43.38,100,138832,0.7338,MX,AR,2,Emergente,Regional,0,0,11,250.06,117.5,0.2504,0.1316,2242.88,919.43,2536.45,5161.62,0.0781,1.1937,-12.9556,-78.3174,89.6907,10.9196,16.4632,2.4284,Bajo,Bajo,0.8814521620116711,0.09263983482307028,0.025908003165258604
575,En Mi Cuarto,Jhay Cortez,Latin trap,PR,real,Reguetón,7.09,14.6,0,0,210367,5329651,25.34,100,41503,0.8448,PR,AR,1,Consagrado,Major,0,0,9,204.68,117.5,0.023,0.0144,2152.2,1160.65,2439.35,4991.31,0.071,1.155,-35.0434,-333.3374,79.12,25.1785,19.4754,13.2813,Bajo,Bajo,0.629956185827347,0.30274303256336976,0.06730078160928309
576,Atrevete-Te-Te,Calle 13,Reguetón old school,PR,real,Reguetón,4.471,16.0,0,0,622041,16076772,25.85,100,98985,0.3706,CO,ES,2,Emergente,Regional,0,0,8,92.74,89.1,0.251,0.0713,2737.52,777.88,2691.99,5892.42,0.1196,1.3568,-13.5658,-12.8948,71.0539,-9.9348,22.4601,10.2176,Bajo,Bajo,0.9607881756292419,0.029321869730515857,0.009889954640242123
577,Ella y Yo,Don Omar ft. Aventura,Reguetón old school,PR,real,Reguetón,4.989,12.8,0,0,1848322,35175143,19.03,100,324271,0.6658,PR,ES,1,Emergente,Regional,1,1,8,276.06,117.5,0.1915,0.0986,2338.93,933.02,2534.28,5197.07,0.0959,1.1866,-15.1833,-103.4796,81.922,8.4352,27.5462,10.763,Bajo,Bajo,0.970902385793524,0.02170132026078471,0.007396293945691179
578,Te Mudaste,Bad Bunny,Reguetón moderno,PR,real,Reguetón,1.255,5.4,0,0,2610566,413595219,158.43,100,844810,0.8009,PR,EC,2,Emergente,Regional,0,0,3,123.88,92.3,0.2701,0.1382,1814.42,840.54,2217.77,4094.1,0.061,1.092,-12.7681,-118.6215,109.0268,11.8951,6.335,4.0047,Bajo,Bajo,0.9630126559900403,0.025987585745396995,0.010999758264562743
579,Cumbia Villera,Guaynaa,Perreo,PR,real,Reguetón,5.967,12.0,0,1,128446,1236501,9.63,100,18727,0.8215,PR,US,1,Establecido,Indie,0,0,10,172.9,86.1,0.2288,0.0999,2537.86,877.4,2600.29,5425.76,0.1086,1.269,-12.9197,-57.2478,81.2916,-2.5434,12.6543,0.1848,Bajo,Bajo,0.6600225635664219,0.32734840023146183,0.012629036202116216
580,Ayer la Vi,Angel & Khriz,Latin trap,PR,real,Reguetón,4.049,4.2,0,0,51329,242262,4.72,100,5260,0.7513,PR,US,1,Emergente,Regional,0,0,8,241.88,99.4,0.1844,0.085,2923.26,877.41,2856.47,6466.42,0.1348,1.202,-15.4661,-60.6083,67.4292,10.2993,21.1769,9.1929,Bajo,Bajo,0.9784399604288254,0.020331460105853516,0.0012285794653211582
581,Soy Una Gárgola,Tempo,Reguetón old school,PR,real,Reguetón,3.124,17.0,0,0,112207,620010,5.53,100,10278,0.7707,PR,CL,1,Emergente,Regional,0,0,10,276.6,112.3,0.097,0.0403,2305.76,731.27,2207.77,4456.32,0.1058,1.2552,-21.2983,-153.8672,81.0524,-29.8933,26.071,3.3815,Bajo,Bajo,0.9728011304924654,0.026032657319040253,0.0011662121884943918
582,Maldito Dinero,Tempo ft. Arcángel,Reguetón moderno,PR,real,Reguetón,6.057,12.5,0,1,112207,620010,5.53,100,10278,0.7707,MX,ES,2,Establecido,Indie,1,1,10,270.21,89.1,0.2574,0.1374,2210.18,1060.64,2447.55,4698.23,0.0821,1.1312,-13.0481,-86.3419,100.5387,0.8841,8.2064,9.9441,Bajo,Bajo,0.5770542146848759,0.3958535110117858,0.027092274303338326
583,Barre Con El Pelo,Tomasa del Real,Reguetón moderno,CL,real,Reguetón,5.694,19.7,0,1,38067,762511,20.03,100,7235,0.4004,CL,EC,2,Emergente,Indie,0,0,5,202.55,123.0,0.3455,0.1604,2560.44,897.43,2628.71,5520.18,0.0853,1.1532,-11.8892,-51.8165,66.6326,2.3706,27.4693,-8.1955,Bajo,Bajo,0.9188777668725285,0.07376594599918496,0.0073562871282863715
584,Bichote,Anuel AA,Latin trap,PR,real,Reguetón,2.832,8.2,0,0,624667,36037722,57.69,100,127251,0.6422,MX,PE,2,Emergente,Regional,0,0,7,175.98,172.3,0.2912,0.1247,2225.95,1007.22,2634.73,5209.34,0.0635,1.1336,-13.909,-97.4912,90.5944,18.2797,15.5622,6.399,Bajo,Bajo,0.9349646567947459,0.043435269834861304,0.021600073370392853
585,Pobre Corazón,Divino,Reguetón moderno,PR,real,Reguetón,3.563,15.7,0,0,58877,306338,5.2,100,6809,0.8579,PE,ES,3,Emergente,Regional,0,0,8,238.14,161.5,0.1734,0.0896,2387.43,764.35,2496.64,5090.8,0.1047,1.0315,-15.0878,-86.6428,87.1078,-3.9447,15.3634,3.3436,Bajo,Bajo,0.8186772231701456,0.17128830102997372,0.010034475799880533
586,Que Rico Seria,Andy Rivera ft. JoryBoy,Perreo,CO,real,Reguetón,6.542,14.1,0,0,84520,834015,9.87,100,8384,0.7329,ES,EC,3,Establecido,Major,1,1,3,169.6,184.6,0.3361,0.1523,2386.22,1105.41,2371.27,5038.26,0.0966,1.028,-10.7231,-65.4832,87.2513,14.8298,17.5744,-5.3561,Bajo,Medio,0.4052211109534368,0.5518801988214584,0.04289869022510475
587,Equivocado,Piso 21 ft. Santa Fe Klan,Reguetón moderno,CO,real,Reguetón,6.897,15.3,0,1,333696,6225390,18.66,100,69323,0.776,CO,PE,3,Consagrado,Major,1,1,4,255.23,103.4,0.2204,0.1318,2246.07,1032.39,2600.78,5242.25,0.0775,1.0888,-13.691,-119.9273,81.9399,19.5541,8.0288,2.9297,Bajo,Medio,0.16267073693917575,0.42714229386773905,0.41018696919308517
588,Más Que Un Like,Lenny Tavárez,Latin trap,CO,real,Reguetón,4.283,11.4,1,1,122244,1489567,12.19,100,13926,0.6405,CL,PE,1,Emergente,Major,0,0,2,211.3,95.7,0.274,0.1357,2056.64,854.33,2394.14,4565.69,0.074,1.023,-12.198,-85.9918,106.3563,-0.2878,-6.5043,-3.3678,Bajo,Bajo,0.7301065997427425,0.2582226363897288,0.011670763867528685
589,1 en un Millón,Mora,Reguetón moderno,PR,real,Reguetón,3.769,6.5,0,0,453462,40792755,89.96,100,105234,0.6666,EC,PR,3,Emergente,Regional,0,0,6,140.97,143.6,0.1898,0.0715,2860.09,867.17,2613.8,5924.93,0.133,1.1275,-14.4098,-51.9285,57.6534,-4.8441,26.1841,2.0789,Bajo,Bajo,0.8791914763446996,0.09691423263413955,0.023894291021160828
590,Punto Medio,Mora,Reguetón moderno,PR,real,Reguetón,3.316,7.5,0,0,453462,40792755,89.96,100,105234,0.6666,DO,CO,2,Emergente,Regional,0,0,6,200.09,129.2,0.089,0.0387,1597.92,856.06,1873.41,3082.9,0.0722,1.6319,-21.7427,-198.5689,132.1826,-12.2238,15.9392,8.0752,Bajo,Bajo,0.9241498662553194,0.06337071277562147,0.012479420969059048
591,Repartiendo,Mora,Reguetón moderno,PR,real,Reguetón,5.663,10.5,0,1,453462,40792755,89.96,100,105234,0.6666,PR,US,1,Emergente,Indie,0,0,11,166.93,117.5,0.1285,0.0755,1805.62,1184.0,1927.41,3675.58,0.0718,1.1699,-18.8584,-182.2801,106.5234,14.5829,18.6188,9.1459,Bajo,Bajo,0.8734979925321358,0.07765157779642369,0.04885042967144048
592,Yo No Soy Celoso,Bad Bunny,Reguetón moderno,PR,real,Reguetón,5.0,3.6,0,0,2610566,413595219,158.43,100,844810,0.8009,MX,EC,1,Emergente,Regional,0,0,11,290.39,143.6,0.1928,0.1058,2481.55,1281.77,2546.83,5349.32,0.0996,1.1343,-14.5835,-121.5427,80.7992,16.325,12.6915,4.2217,Bajo,Bajo,0.9601360285808528,0.033940107522268545,0.005923863896878639
593,120,Bad Bunny,Reguetón moderno,PR,real,Reguetón,0.699,5.2,0,0,2610566,413595219,158.43,100,844810,0.8009,PR,CO,3,Emergente,Regional,0,0,11,151.72,86.1,0.2258,0.0864,2034.32,1040.45,1988.15,4161.17,0.0993,1.1645,-13.4704,-71.5838,117.6962,-19.1239,11.2458,3.4585,Bajo,Bajo,0.8986464389250771,0.07511970789740832,0.0262338531775146
594,Fuego,Omar Courtz,Reguetón romántico,PR,real,Reguetón,4.892,17.3,0,0,241049,15064270,62.49,100,63280,0.7783,ES,DO,2,Emergente,Regional,0,0,6,149.49,184.6,0.2955,0.1408,2279.03,909.06,2491.89,5142.88,0.0806,1.3975,-12.0784,-74.3191,82.6765,14.7922,17.402,1.8751,Bajo,Bajo,0.9089611381947251,0.07511144020319722,0.01592742160207759
595,Bipolar,Alex Rose ft. De La Ghetto,Reguetón old school,PR,real,Reguetón,5.76,11.6,0,1,171850,3207227,18.66,100,34809,0.8402,PE,MX,2,Establecido,Indie,1,1,2,255.12,136.0,0.2505,0.1296,2331.22,1075.9,2513.64,5191.33,0.0895,0.9301,-14.2038,-94.3109,89.6684,11.6986,18.8827,4.9328,Bajo,Bajo,0.5727529928559553,0.3854361081195864,0.0418108990244585
596,POLARIS,Omar Courtz ft. Young Miko,Perreo,PR,real,Reguetón,4.786,7.7,0,1,241049,15064270,62.49,100,63280,0.7783,CO,MX,3,Emergente,Regional,1,1,9,256.09,152.0,0.2259,0.1107,2868.82,1130.19,2849.64,6455.59,0.1092,1.4357,-15.9095,-67.3999,75.745,16.0614,9.1735,6.356,Bajo,Bajo,0.6756684035952504,0.26242664728461784,0.06190494912013186
597,Blitz,Omar Courtz,Perreo,PR,real,Reguetón,6.097,8.9,0,1,241049,15064270,62.49,100,63280,0.7783,CO,PE,2,Establecido,Indie,0,0,9,207.61,129.2,0.2396,0.1703,1633.85,1089.47,1947.41,3486.97,0.0597,1.0613,-14.1226,-157.1325,94.2536,4.6884,9.3838,7.9649,Bajo,Bajo,0.5290501482107669,0.3062285660256313,0.1647212857636019
598,BRICKELL,Feid,Reguetón moderno,CO,real,Reguetón,5.342,11.2,0,0,657516,60101657,91.41,100,175350,0.7082,DO,CO,3,Emergente,Indie,0,0,2,187.8,123.0,0.2804,0.1393,2547.16,1131.56,2579.16,5627.55,0.1034,1.1934,-11.9207,-69.3039,76.4406,13.3503,15.5549,4.6625,Bajo,Bajo,0.6111558913897824,0.28027865912636085,0.10856544948385685
599,Prohibido,Lyanno ft. Rafa Pabón,Reguetón moderno,PR,real,Reguetón,4.563,9.9,0,0,94070,1238139,13.16,100,11544,0.8418,DO,US,1,Emergente,Regional,1,1,12,474.94,99.4,0.2312,0.0779,2251.18,872.24,2411.4,4885.04,0.0839,0.9475,-15.1352,-81.5838,88.9737,-5.0839,20.079,4.0954,Bajo,Bajo,0.9614606097450987,0.03604431011087562,0.0024950801440256944
600,La Trampa,Rafa Pabón,Reguetón old school,PR,real,Reguetón,3.255,7.2,0,0,1260,2706,2.15,76,114,0.4378,PR,CL,2,Emergente,Regional,0,0,5,361.58,112.3,0.2199,0.1239,1822.13,789.4,2122.15,3551.51,0.0773,1.3754,-14.4328,-107.5348,113.5611,-10.6202,0.1231,-7.4727,Bajo,Bajo,0.9681218962828023,0.02727748731965356,0.004600616397544151
601,Loba,Brray,Latin trap,PR,real,Reguetón,5.297,13.6,0,1,115416,1654044,14.33,100,17950,0.6441,EC,ES,1,Emergente,Regional,0,0,5,213.02,112.3,0.1741,0.1284,2371.6,1313.93,2304.33,4833.59,0.0916,1.1876,-16.6265,-151.2729,78.0457,-1.9385,9.0194,-3.6624,Bajo,Bajo,0.9421401645941098,0.05531563589788744,0.002544199508002762
602,Qué Pena,Brray ft. Noriel,Latin trap,PR,real,Reguetón,5.474,9.2,0,1,115416,1654044,14.33,100,17950,0.6441,MX,CO,1,Emergente,Indie,1,1,10,202.59,95.7,0.3237,0.1064,2139.72,819.88,2219.48,4418.99,0.0824,1.2472,-10.0697,-33.8509,102.4169,-15.2135,14.0323,-5.1703,Bajo,Bajo,0.8215805986888337,0.1658286545701786,0.01259074674098769
603,Dile,Brray,Latin trap,PR,real,Reguetón,4.525,8.5,1,1,115416,1654044,14.33,100,17950,0.6441,PR,CO,1,Emergente,Major,0,0,6,193.96,99.4,0.2749,0.1259,2986.24,878.89,2755.89,6228.13,0.1201,1.1069,-14.5756,-52.2752,47.711,-12.701,18.156,0.6071,Bajo,Bajo,0.8989690727210341,0.09336909254859589,0.007661834730370011
604,La Jumpa (Solo),Arcángel,Reguetón moderno,PR,real,Reguetón,3.597,3.5,0,0,454549,15341062,33.75,100,103066,0.7793,PR,ES,1,Emergente,Regional,0,0,9,142.59,123.0,0.2189,0.1412,2135.98,1037.62,2231.62,4714.62,0.0952,1.275,-14.0224,-100.6129,106.0783,-7.7852,13.019,6.5075,Bajo,Bajo,0.959558474139349,0.03038029792467794,0.010061227935972953
605,La Calle,Buscabulla,Reguetón moderno,PR,real,Reguetón,5.364,11.9,0,0,141431,1604328,11.34,100,21222,0.5807,EC,MX,1,Emergente,Indie,0,0,8,344.03,103.4,0.1945,0.143,1659.46,945.38,2043.42,3583.36,0.0623,1.3257,-14.3842,-155.8067,114.5482,17.4109,24.8528,3.2409,Bajo,Bajo,0.9687432245158182,0.027914576496711398,0.003342198987470641
606,Club de Fans,Buscabulla,Reguetón moderno,PR,real,Reguetón,4.657,11.7,0,1,141431,1604328,11.34,100,21222,0.5807,PR,CL,2,Emergente,Regional,0,0,9,246.85,112.3,0.2017,0.13,1697.84,613.36,2155.06,3583.5,0.0669,0.9203,-13.589,-136.948,102.104,1.0437,8.1629,-5.7498,Bajo,Bajo,0.9031432715987685,0.08836912947648287,0.008487598924748688
